file,category
YL_059.html,新式茶饮
ZC_001.html,精品套餐
ZC_01.html,早餐粥品
ZC_02.html,早餐粥品
ZC_03.html,早餐粥品
ZC_04.html,中式面食/煎饼
ZC_05.html,中式面食/煎饼
ZC_06.html,中式面食/煎饼
ZC_07.html,中式面食/煎饼
ZC_08.html,中式面食/煎饼
ZC_09.html,中式面食/煎饼
ZS_003.html,中式面食/煎饼
ZS_011.html,中式面食/煎饼
ZS_012.html,中式面食/煎饼
ZS_013.html,中式面食/煎饼
daokou-shaoji.html,烧腊卤水
串串香底料.html,厨房/菜品类
冰糖酸梅汤.html,新式茶饮
剁椒酱.html,厨房/菜品类
厚切炒酸奶.html,冰品甜品
原味爆浆芝士猪排.html,小吃炸物
发酵面小笼包.html,包子蒸点
发面金丝饼.html,中式面食/煎饼
叫花鸡_郑州版_产品卡.html,烧腊卤水
叫花鸡_郑州版_工艺配方文档.html,烧腊卤水
地锅鸡酱料.html,厨房/菜品类
安徽牛肉板面.html,中式面食/煎饼
川式五香卤水.html,厨房/菜品类
枣花馒头.html,包子蒸点
桶子鸡_产品卡.html,烧腊卤水
桶子鸡_配方文档.html,烧腊卤水
椒麻鸡_产品卡.html,烧腊卤水
椒麻鸡_工艺配方文档.html,烧腊卤水
沟帮子熏鸡_商业产品卡.html,烧腊卤水
河南滋补烩面.html,中式面食/煎饼
河南酱牛肉.html,烧腊卤水
河南酱肉大包.html,包子蒸点
淮南牛肉汤.html,中式面食/煎饼
烧鸡卤水.html,厨房/菜品类
独一味油饼.html,中式面食/煎饼
秘制钵钵鸡.html,凉拌卤味
简阳羊肉汤.html,中式面食/煎饼
脆皮五花肉.html,烧腊卤水
芋泥啵啵冰.html,冰品甜品
茶香鸡_产品卡.html,烧腊卤水
蒜香爆浆芝士猪排.html,小吃炸物
蜂蜜芥末爆浆芝士猪排.html,小吃炸物
车轮饼（创新馅料）.html,小吃炸物
酱卤牛肉_产品卡.html,烧腊卤水
酱卤牛肉_工艺配方文档.html,烧腊卤水
重庆鸡公煲酱料.html,厨房/菜品类
重庆麻辣烤鱼酱.html,厨房/菜品类
韩式甜辣酱爆浆芝士猪排.html,小吃炸物
韩式芝士热狗棒.html,小吃炸物
韩式辣炒年糕杯.html,小吃炸物
韩式鱼饼串.html,小吃炸物
鸡蛋灌饼煎饼酱.html,厨房/菜品类
麻油鸡_产品卡.html,烧腊卤水
麻油鸡_工艺配方文档.html,烧腊卤水
麻辣炒螺蛳.html,小吃炸物
